Temperature;PM2.5;PM10
-5.1;6.3;6.9
-5.1;6.1;6.7
-5.2;5.6;6.2
-5.2;5.5;6.1
-5.2;5.5;6.1
-5.4;5.4;6
-5.5;5.4;6
-5.4;5.4;6
-5.4;5.4;6
-5.4;5.4;6
-5.4;5.5;6.1
-5.5;6;6.6
-5.4;6.1;6.7
-5.5;6.1;6.7
-5.5;6.1;6.7
-5.6;6;6.6
-5.6;5.6;6.2
-5.7;5.6;6.2
-5.9;5.5;6.1
-5.9;5.5;6.1
-5.9;5.5;6.1
-5.9;5.4;6
-5.9;5.5;6.1
-6.1;6.2;6.8
-6.1;6.3;6.9
-6.1;6.4;7
-6.1;6.5;7.1
-6;6.9;7.5
-6.1;6.8;7.4
-6.1;6.8;7.4
-6.1;6.7;7.3
-6.1;6.5;7.1
-6.2;6.4;7
-6.2;6.5;7.1
-6.3;6.4;7
-6.4;6.5;7.1
-6.5;6.5;7.1
-6.6;6.5;7.1
-6.7;6.6;7.2
-6.7;6.6;7.2
-6.8;6.5;7.1
-6.9;5.9;6.5
-6.9;5.9;6.5
-6.9;5.9;6.5
-6.9;5.8;6.4
-7;6;6.6
-7;5.9;6.5
-7.1;5.9;6.5
-7;6;6.6
-7.1;6;6.6
-7.2;6;6.6
-7.2;6;6.6
-7.2;5.8;6.4
-7.2;5;5.5
-7.2;4.9;5.4
-7.1;4.9;5.4
-7.3;4.7;5.2
-7.3;4.5;5.1
-7.3;4.7;5.2
-7.4;4.7;5.2
-7.3;4.7;5.2
-7.4;4.7;5.2
-7.6;4.7;5.2
-7.5;4.7;5.2
-7.6;4.7;5.2
-7.5;4.7;5.2
-7.3;4.7;5.2
-7.5;4.6;5.1
-7.5;4.6;5.1
-7.6;14.8;15.8
-7.7;14.9;15.9
-7.7;14.9;15.9
-7.8;14.8;15.8
-7.9;14.8;15.8
-8;14.8;15.8
-8;14.9;15.9
-8;14.8;15.8
-8.1;14.8;15.8
-8.2;14.8;15.8
-8.2;14.8;15.8
-8.3;14.8;15.8
-8.3;14.9;15.9
-8.3;14.9;15.9
-8.3;14.9;15.9
-8.5;14.9;16
-8.3;14.9;15.9
-8.5;14.9;15.9
-8.6;15;16.1
-8.7;14.9;15.9
-8.7;14.8;15.8
-8.8;14.8;15.8
-8.9;14.8;15.8
-9;14.9;15.9
-9.1;14.9;15.9
-9.2;14.9;16
-9.2;15;16.1
-9.2;14.9;16
-9.2;15;16.1
-9.2;15;16.1
-9.1;4.8;5.3
-9.3;4.7;5.2
-9.2;4.7;5.2
-9.2;4.7;5.2
-9.2;4.6;5.2
-9.3;4.6;5.2
-9.2;4.6;5.2
-9.2;4.6;5.2
-9.3;4.9;5.4
-9.3;4.9;5.5
-9.5;4.8;5.3
-9.5;4.8;5.3
-9.4;4.7;5.3
-9.5;4.8;5.3
-9.5;4.8;5.3
-9.4;4.7;5.3
-9.4;4.8;5.3
-9.4;4.8;5.3
-9.5;4.7;5.3
-9.6;4.7;5.2
-9.5;4.7;5.2
-9.4;4.7;5.2
-9.6;4.6;5.2
-9.7;4.5;5.2
-9.7;4.5;5.2
-9.7;4.4;5.1
-9.7;4.4;5.1
-9.7;4.4;5.1
-9.7;4.4;5.1
-10.2;4.7;5.2
-10.2;4.6;5.2
-10.2;4.6;5.2
-10.1;4.9;5.4
-10.1;4.9;5.4
-10.2;4.9;5.4
-10.1;4.9;5.4
-10.2;4.9;5.4
-10.2;4.9;5.4
-10.2;4.5;5.2
-10.2;4.5;5.2
-10.2;4.5;5.2
-10.2;4.5;5.2
-10.2;4.5;5.2
-10.3;4.5;5.1
-10.3;4.6;5.2
-10.3;4.5;5.1
-10.3;4.5;5.1
-10.3;4.5;5.1
-10.5;4.5;5.1
-10.5;4.6;5.2
-10.6;4.5;5.1
-10.6;4.5;5.1
-10.6;4.5;5.1
-10.7;5.3;5.9
-10.7;5.3;5.9
-10.7;5.3;5.9
-10.7;5.3;5.9
-10.7;5.3;5.9
-10.9;5.1;5.6
-11;17.3;30.6
-11.1;21.6;36.7
-10.9;21.6;36.7
-11;21.3;36.6
-11.2;21.3;36.6
-11.2;21.3;36.6
-11.3;21.3;36.6
-11.2;21.3;36.6
-11.3;21.3;36.6
-11.4;21.2;36.5
-11.6;21.2;36.6
-11.6;21.3;36.6
-11.6;21.6;36.7
-11.6;21.6;36.7
-11.6;21.6;36.7
-11.7;21.6;36.7
-11.7;21.5;36.7
-11.8;21.5;36.7
-11.9;21.5;36.7
-11.9;21.5;36.7
-11.9;21.4;36.8
-12;21.4;36.8
-12.1;21.4;36.8
-12.1;21.8;37
-12.1;21.7;37
-12.1;20.8;36.6
-12.1;20.8;36.6
-12.3;20.8;36.6
-12.3;20.9;36.7
-12.4;21.3;36.9
-12.3;21.2;36.8
-12.3;9;11.6
-12.4;4.7;5.5
-12.5;4.6;5.4
-12.6;4.7;5.5
-12.7;4.7;5.5
-12.6;4.7;5.5
-12.9;4.6;5.4
-13;4.6;5.4
-13;4.6;5.4
-13.1;4.5;5.4
-13.1;4.5;5.4
-13.2;4;5.2
-13.3;3.9;5.2
-13.4;3.9;5.2
-13.4;3.9;5.1
-13.5;3.8;5.1
-13.6;3.8;5.1
-13.6;3.9;5.1
-13.6;3.8;5.1
-13.8;3.8;4.9
-13.8;3.8;4.9
-13.9;3.7;4.9
-14;3.2;4.7
-13.9;3.2;4.7
-13.9;3.2;4.7
-13.9;3.2;4.7
-13.8;3.2;4.7
-13.9;3.1;4.5
-13.9;2.5;4.2
-13.7;2.5;4.2
-13.8;2.4;4.2
-13.9;2.3;4.1
-13.9;2.3;4.1
-13.9;2.3;4.1
-13.9;2.2;4.1
-13.9;2.2;4.1
-13.9;2.2;4.1
-13.9;2.2;4.1
-13.9;2.2;4.1
-14;2.2;4.1
-14;2.2;5.1
-14;2.2;5.1
-14.1;2.1;5.1
-14.1;2;5.1
-14.1;2.1;5.1
-14.2;2.1;5.1
-14.2;2;5
-14.2;1.9;5
-14.2;2;5
-14.2;2;5
-14.2;1.9;5
-14.3;2;5.1
-14.3;2;5.1
-14.5;1.9;5.1
-14.5;1.9;5
-14.4;1.9;5
-14.4;1.8;5
-14.2;1.8;5
-14.4;1.9;5
-14.4;1.9;5
-14.4;1.9;5
-14.4;1.9;5
-14.4;1.9;5
-14.4;1.9;5
-14.5;2;5
-14.6;1.9;5
-14.7;1.9;5
-14.7;1.9;5
-14.8;1.9;5
-14.8;1.9;5
-14.8;1.9;5
-14.8;1.9;5
-14.8;1.9;5
-14.8;1.9;5
-15;1.9;4
-15;2.4;4.2
-15;2.6;4.2
-15;2.6;4.3
-15;2.5;4.3
-14.9;2.5;4.2
-15;2.5;4.2
-15;2.5;4.2
-15;2.5;4.1
-15;2.5;4.2
-15;2.5;4.2
-15.1;2.5;4.2
-15.2;2.4;4.1
-15.2;2.5;4.1
-15.1;2.5;4.2
-15.1;2.5;4.1
-15.1;2.4;4.1
-15.1;2.5;4.1
-15.1;2.4;4.1
-15.2;2.4;4.1
-15.2;2.6;4.1
-15.1;2.6;4.1
-15;2.6;4.1
-15;2.5;4.1
-14.8;2.5;4.1
-15;2.5;4.1
-15.1;2.5;4.1
-15.2;2.5;4.1
-15.1;2.5;4.1
-15.2;2.5;4
-15.2;2.1;3.9
-15.3;1.9;3.8
-15.4;1.9;3.8
-15.3;1.9;3.8
-15.3;1.8;3.7
-15.3;1.8;3.8
-15.3;1.9;3.8
-15.2;1.9;3.8
-15.3;1.9;3.8
-15.4;1.8;3.8
-15.5;1.8;3.8
-15.5;1.8;3.8
-15.7;1.9;3.9
-15.7;1.8;3.9
-15.6;1.8;3.8
-15.6;1.8;3.9
-15.6;1.8;3.9
-15.5;1.8;3.8
-15.6;1.8;3.9
-15.7;2.1;4
-15.8;1.9;3.9
-15.8;1.9;3.9
-15.8;1.9;3.9
-15.8;2;3.9
-15.8;2;3.9
-15.8;2;4
-15.8;1.9;3.9
-15.8;1.9;4
-15.7;1.9;3.9
-15.8;1.9;3.9
-15.8;1.9;3.9
-15.9;1.9;3.9
-15.9;1.9;3.9
-15.9;1.9;3.9
-15.9;1.9;3.9
-16;1.9;3.9
-16.1;1.9;3.9
-16;1.9;3.9
-16.1;1.9;3.9
-16.1;1.9;3.8
-16.2;1.9;3.8
-16.2;1.9;3.8
-16.3;1.9;3.8
-16.4;1.9;3.8
-16.4;1.9;3.8
-16.4;1.8;3.8
-16.4;1.9;3.8
-16.4;1.8;3.8
-16.5;1.8;3.8
-16.5;1.6;3.7
-16.6;1.6;3.6
-16.4;1.6;3.6
-16.5;1.6;3.6
-16.5;1.6;3.6
-16.5;1.6;3.6
-16.6;1.6;3.6
-16.6;1.6;3.6
-16.7;1.7;3.7
-16.7;1.7;3.7
-16.7;1.7;3.7
-16.8;1.7;3.7
-16.9;1.9;3.8
-16.8;1.9;3.8
-16.8;1.9;3.8
-16.9;1.8;3.8
-16.9;1.8;3.7
-17;1.8;3.8
-16.9;1.8;3.7
-16.9;1.8;3.7
-17.1;1.8;3.7
-17.1;1.8;5.2
-17;2.2;5.4
-17;2.3;5.4
-17;2.2;5.4
-17.1;2.2;5.4
-17.1;2.2;5.3
-17.3;2.2;5.3
-17.3;2.2;5.3
-17.4;2.2;5.3
-17.4;2.2;5.2
-17.5;2.1;5.2
-17.6;2.2;5.3
-17.7;2.1;5.2
-17.7;2.1;5.2
-17.9;2.1;5.2
-17.9;2.1;5.2
-18.1;2.1;5.1
-18.1;2.1;5.1
-18.2;2;5.1
-18.2;2;5
-18.2;2;5
-18.4;1.8;4.9
-18.4;1.8;4.9
-18.6;1.8;4.9
-18.7;1.8;4.8
-18.7;1.8;4.8
-18.9;1.8;4.8
-18.8;1.8;4.8
-18.9;1.8;4.8
-19;1.8;4.8
-19;1.8;3.3
-19.1;1.3;4.3
-19.2;1.3;4.3
-19.2;1.3;4.3
-19.3;1.3;4.3
-19.3;1.3;4.4
-19.3;1.4;4.4
-19.3;1.3;4.4
-19.4;1.3;4.4
-19.2;1.3;4.4
-19.2;1.3;4.4
-19.3;1.3;4.3
-19;1.3;4.3
-19.2;1.2;4.3
-19.2;1.2;4.3
-19.2;1.2;4.2
-19.2;1.2;4.3
-19.2;1.2;4.2
-19.2;1.2;4.3
-19.1;1.2;4.3
-19;1.2;4.2
-19;1.2;4.2
-19.1;1.2;4.3
-19.1;1.2;4.3
-19.2;1.2;4.3
-19.3;1.2;4.4
-19.4;1.2;4.3
-19.4;1.1;4.3
-19.4;1.2;4.3
-19.4;1.1;4.3
-19.4;1.1;4.3
-19.3;1.1;3
-19.3;1.3;3.1
-19.3;1.4;3.2
-19.3;1.4;3.2
-19.4;1.4;3.2
-19.4;1.4;3.1
-19.5;1.4;3.1
-19.5;1.4;3.1
-19.6;1.4;3.2
-19.7;1.4;3.2
-19.8;1.4;3.2
-19.8;1.4;3.2
-19.8;1.4;3.2
-19.7;1.4;3.3
-19.7;1.4;3.2
-19.9;1.4;3.2
-20;1.4;3.2
-20;1.4;3.2
-20.1;1.5;3.2
-20.1;1.5;3.3
-20.1;1.5;3.2
-20.1;1.5;3.3
-20.1;1.4;3.2
-20.1;1.4;3.4
-20.3;1.4;3.4
-20.3;1.4;3.3
-20.3;1.4;3.4
-20.3;1.4;3.4
-20.3;1.4;3.3
-20.3;1.4;3.3
-20.3;1.4;3.3
-20.4;1.4;3.3
-20.4;1.4;3.3
-20.5;1.3;3.2
-20.6;1.2;3.2
-20.7;1.2;3.2
-20.7;1.3;3.2
-20.7;1.2;3.2
-20.8;1.2;3.2
-20.9;1.2;3.1
-20.9;1.2;3.1
-20.9;1.2;3.1
-20.8;1.2;3
-20.9;1.1;3
-21;1.2;3
-21;1.2;3
-21.1;1.2;3
-21.1;1.1;2.9
-21.1;1.1;2.9
-21.1;1.1;2.9
-21.1;1.1;3
-21.2;1.1;2.9
-21.3;1.1;3
-21.3;1.1;2.7
-21.6;1.1;2.7
-21.2;1.1;2.7
-21.4;1.1;2.6
-21.4;1.1;2.6
-21.4;1.1;2.7
-21.5;1.1;2.7
-21.5;1.1;2.7
-21.4;1;2.7
-21.5;0.9;2.5
-21.6;0.9;2.6
-21.7;0.9;2.6
-21.8;0.9;2.5
-22;0.9;2.5
-22;0.8;2.5
-22;1.1;2.6
-22.1;1.1;2.6
-22.2;1.1;2.6
-22.2;1.1;2.7
-22.2;1.1;2.7
-22.4;1.2;2.8
-22.4;1.2;3.4
-22.5;1.2;3.4
-22.4;1.2;3.4
-22.4;1.2;3.4
-22.4;1.3;3.4
-22.4;1.2;3.3
-22.4;1.2;3.3
-22.5;1.2;3.3
-22.3;1.2;3.3
-22.4;1.2;3.2
-22.5;1.2;3.5
-22.5;1.2;3.5
-22.5;1.2;3.5
-22.7;1.2;3.4
-22.7;1.2;3.4
-22.8;1.2;3.4
-22.8;1.3;3.5
-22.9;1.4;3.5
-23;1.4;3.6
-23;1.4;3.5
-23.1;1.4;3.5
-23.2;1.4;3.6
-23.3;1.5;3.6
-23.4;1.5;3.6
-23.3;1.5;3.7
-23.4;1.6;3.7
-23.5;1.6;3.6
-23.5;1.6;3.6
-23.6;1.5;3.6
-23.6;1.6;3.6
-23.7;1.5;3.5
-23.8;18.6;20.1
-23.9;18.6;20.1
-24;18.6;20.1
-24;18.6;20.1
-24.1;18.5;20
-24.1;18.5;20
-24.1;18.5;20
-24.2;18.5;20
-24.3;18.5;20
-24.4;18.5;20
-24.4;18.5;20
-24.5;18.5;20
-24.6;18.5;20
-24.6;18.5;20
-24.6;18.4;19.9
-24.7;18.4;19.9
-24.7;18.3;19.7
-24.6;18.1;19.5
-24.6;18.9;20.4
-24.6;18.9;20.4
-24.4;18.8;20.3
-24.6;18.8;20.3
-24.8;18.8;20.3
-24.8;18.7;20.1
-24.9;18.4;19.8
-24.9;18.4;19.8
-24.9;19;20.5
-24.9;30.9;46
-24.9;30.9;45.9
-24.9;30.9;45.9
-24.9;13.8;35.1
-25;13.8;34.6
-24.9;13.8;34.6
-24.9;13.8;34.6
-24.9;13.8;34.6
-25;13.8;34.6
-24.9;13.8;34.6
-24.8;13.8;34.6
-24.8;16.4;39
-24.8;16.4;39
-24.6;16.4;39.1
-24.9;16.4;39.1
-25;16.4;39.1
-24.9;16.5;39.1
-25;16.5;39.1
-25.1;16.5;39.2
-25;16.5;39.2
-24.9;16.5;39.2
-24.9;15.7;38.8
-25;15.7;38.8
-25;15.7;38.9
-24.9;15.7;38.9
-25;15.7;38.8
-25.1;15.7;38.8
-25.2;15.7;38.8
-25.2;15.7;38.8
-25.2;15;38.4
-25.3;8.5;45.2
-25.3;8.7;45.4
-25.2;8.7;45.4
-25.3;8.8;45.5
-25.4;18.9;64.4
-25.5;18.9;64.4
-25.6;18.9;64.4
-25.7;18.9;64.4
-25.7;18.9;64.5
-25.9;18.9;64.5
-26;24.9;91.8
-26;23.5;88.2
-26.2;23.5;88.2
-26.2;23.5;88.1
-26.4;23.5;89.3
-26.4;23.5;89.3
-26.5;23.5;89.3
-26.5;23.5;89.2
-26.6;23.5;89.1
-26.7;23.5;89.1
-26.7;23.5;89.2
-26.7;23.5;89.2
-26.7;25.4;92.6
-26.8;25.4;92.6
-26.8;25.5;92.6
-26.8;34;108.4
-26.8;34;108.4
-26.9;34;108.4
-26.8;34;108.5
-26.8;34;108.5
-26.8;34;108.5
-26.7;28.6;69.3
-26.8;28.4;69.2
-27;28.4;69.2
-27;28.3;69.1
-27;18.2;50.2
-27.1;18.2;50.2
-27.2;20.8;51.9
-27.2;28.4;80
-27.4;29.7;89.8
-27.4;29.7;89.7
-27.4;23.7;62.3
-27.6;22.4;61.5
-27.6;22.4;61.6
-27.6;22.4;61.6
-27.6;22.4;60.5
-27.7;22.4;60.5
-27.7;22.4;60.5
-27.9;29.3;92.3
-27.9;31.4;105.6
-27.9;31.4;105.5
-28;31.4;105.4
-28.1;29.5;102
-28;29.5;102
-28;29.3;101.9
-28;20.9;86
-28.1;20.9;86
-28.1;20.9;86
-28.1;20.8;86
-28;20.8;85.9
-28;20.8;85.9
-28.1;34.9;116.9
-28.2;35.9;125.8
-28.3;35.9;125.7
-28.4;43.2;143.3
-28.4;45.4;154.2
-28.5;45.4;154.3
-28.7;42.8;152.5
-28.7;45.2;145.5
-28.7;46.3;148.6
-28.9;46.3;148.6
-28.9;59.3;183
-28.9;61.5;187.4
-29.1;61.4;187.3
-29.1;61.4;187.3
-29.2;61.4;187.3
-29.2;61.4;187.3
-29.3;61.4;187.3
-29.3;54.5;155.5
-29.4;52.5;142.3
-29.4;52.5;142.3
-29.4;52.5;142.3
-29.3;52.5;142.3
-29.3;52.5;142.3
-29.2;52.5;142.3
-29.2;52.5;142.3
-29.3;52.5;142.3
-29.3;52.5;142.3
-29.2;52.5;142.3
-29.3;52.5;142.3
-29.3;52.5;142.3
-29.3;38.4;111.2
-29.3;37.4;102.3
-29.4;37.4;102.3
-29.4;30.1;84.8
-29.1;27.9;73.8
-29.1;27.9;73.8
-29.1;27.8;73.7
-29.2;30.5;75
-29.1;20.4;54.1
-29.1;18;41.1
-29;18;41.1
-29;5.1;6.7
-28.9;2.9;3.1
-28.9;2.9;3.1
-28.9;2.9;3.1
-28.9;2.9;3.1
-29;2.9;3.1
-28.8;2.9;3.1
-28.9;2.9;3.1
-29;2.9;3.1
-28.8;2.9;3.1
-28.9;2.9;3.1
-29;2.9;3.1
-29;3;3.2
-29;3;3.2
-29;3;3.2
-29;3;3.2
-29.1;3;3.2
-29.2;3;3.2
-29.2;3;3.2
-29.1;3;3.2
-29.3;2.9;3.1
-29.3;2.9;3.1
-29.3;2.9;3.1
-29.3;3;3.2
-29.3;3;3.2
-29.3;2.9;3.1
-29.4;0.3;0.9
-29.4;0.3;0.9
-29.4;0.3;0.9
-29;0.3;0.9
-29.3;0.3;0.8
-29.4;0.3;0.9
-29.3;0.3;0.9
-29.5;0.3;0.9
-29.6;0.3;0.9
-29.6;0.3;0.9
-29.5;0.2;0.7
-29.7;0.2;0.7
-29.7;0.2;0.7
-29.7;0.4;0.9
-29.7;0.4;0.9
-29.8;0.4;0.9
-29.9;0.4;0.7
-29.9;0.4;0.7
-29.9;0.4;0.7
-30;0.4;0.7
-29.9;0.4;0.7
-29.9;0.4;0.7
-30;0.3;0.7
-30;0.3;0.7
-30;0.3;0.7
-30;0.4;0.8
-30.2;2.6;2.8
-30.1;2.5;2.7
-30.1;2.5;2.7
-30.1;2.6;2.8
-30;2.6;2.8
-30.2;2.6;2.8
-30.2;9.5;29.2
-30.3;12;35.8
-30.5;12;35.8
-30.4;12;35.8
-30.4;12;35.8
-30.6;12;35.8
-30.6;12;35.7
-30.6;12;35.7
-30.7;12;35.7
-30.7;12;35.7
-30.7;12;35.7
-30.6;15.4;59.8
-30.7;15.4;59.7
-30.8;15.4;59.8
-30.8;18.1;76.8
-30.8;18.1;76.8
-30.9;18.1;76.8
-30.9;18.1;76.8
-30.9;18.1;76.8
-31;18.1;76.8
-31;18.1;76.9
-31;18.1;76.9
-31;18.1;76.9
-31.2;18.1;76.8
-31.3;18.1;77.2
-31.2;16;76.2
-31.4;16;76.2
-31.5;16;76.2
-31.5;15.9;76.2
-31.5;15.9;76.2
-31.5;16;76.2
-31.5;9;48.8
-31.5;6.5;42.2
-31.7;6.5;42.2
-31.6;6.5;42.1
-31.7;6.5;42.1
-31.8;6.5;42.1
-31.8;6.5;42.1
-31.8;6.5;42.1
-31.9;6.5;42.1
-32;6.5;42.1
-32;6.5;42
-32.1;2.9;17.8
-32.2;2.9;17.8
-32.1;2.8;17.8
-32.2;0.1;0.8
-32.2;0.1;0.7
-32.3;0.1;0.7
-32.3;0.1;0.7
-32.3;0.1;0.7
-32.5;0.1;0.7
-32.6;0.1;0.6
-32.6;0.1;0.7
-32.6;0.1;0.7
-32.7;0.1;0.3
-32.7;0.1;0.3
-32.6;0.1;0.3
-32.8;0;0.3
-32.9;0.1;0.4
-32.7;0.1;0.4
-32.9;0;0.4
-33;0.1;0.4
-32.9;0.1;0.4
-33;0.1;0.4
-33.1;0.1;0.4
-33.2;0;0.4
-33.3;0;0.4
-33.3;0.1;0.4
-33.3;0.1;0.4
-33.5;0.1;0.4
-33.4;0.1;0.4
-33.3;0.1;0.4
-33.5;0.1;0.4
-33.5;0.1;0.4
-33.5;0.1;0.5
-33.6;0.1;0.6
-33.7;0.1;1.2
-33.7;0.1;1.3
-33.7;0.1;1.5
-33.9;0.2;1.8
-34;0.2;1.8
-34;7.1;16.2
-34.1;7.1;16.1
-34.4;7.1;16.3
-34.5;7.1;16.2
-34.6;8.6;17.8
-34.6;8.6;17.8
-34.7;14.3;31.7
-34.6;14.3;31.7
-34.7;14.3;31.6
-34.7;14.4;33.4
-34.9;18.7;42.3
-34.9;18.8;42.4
-34.8;18.8;42.5
-34.9;19.2;43.8
-35;19.2;43.8
-35.1;19.2;43.9
-35.2;19.2;43.9
-35.2;19.2;43.9
-35.2;19.2;43.9
-35.2;19.2;43.9
-35.2;19.2;43.9
-35.4;19.2;43.9
-35.5;19.2;43.9
-35.7;19.2;43.9
-35.7;21.2;74.6
-35.8;21.6;74.9
-35.8;21.6;74.2
-35.8;21.6;74.3
-35.9;21.6;74.1
-36;21.6;73.8
-36.1;30.5;97.8
-36.1;23.6;83.5
-36.3;23.6;83.5
-36.3;23.6;83.4
-36.4;28.9;101.8
-36.5;27.4;100.1
-36.6;27.4;100.2
-36.6;21.8;86.4
-36.6;21.8;86.3
-36.8;21.8;86.8
-36.8;21.6;85
-36.9;20.7;105.9
-36.9;20.7;105.7
-37;20.7;105.8
-37;20.3;104.4
-37;20.3;104.4
-37.1;20.3;104.4
-37.1;20.3;104.4
-37.3;23.9;146.6
-37.3;23.9;146.6
-37.4;23.8;146.6
-37.5;23.8;146.6
-37.6;39.5;197.5
-37.6;39.5;197.5
-37.7;37.5;166.6
-37.8;37.1;166.5
-37.7;40.1;190.1
-37.9;40.1;190
-37.9;40.9;196
-38;40.9;196.7
-38;32.1;172.8
-38;32;172.7
-38.1;32;172.7
-38.1;33.8;180.6
-38.2;28.4;162.2
-38.2;28.4;162.3
-38.2;28.4;162.2
-38.3;28.4;162.1
-38.3;28.4;162.1
-38.5;28.4;161.7
-38.5;28.4;161.7
-38.5;25;131.9
-38.7;25;132
-38.7;25;131.9
-38.7;25;131.9
-38.7;25;131.8
-38.7;25;131.8
-38.7;25;131.8
-38.7;21.6;89.8
-38.8;21.6;89.8
-38.7;21.6;89.8
-38.7;21.6;89.8
-38.8;6;38.9
-38.8;6;38.9
-38.8;6.1;39.1
-38.9;6.1;38.9
-38.9;3.1;15.3
-38.9;3.1;15.3
-38.9;2.3;9.2
-39;2.2;8.6
-39;2.1;8.4
-39;2.1;8.4
-39;2.1;8.4
-39;2.1;8.4
-39;0.4;0.5
-38.9;0.4;0.5
-38.8;0.4;0.5
-38.9;0.4;0.5
-39;0.4;0.5
-38.9;0.4;0.5
-39;0.4;0.4
-39;0.4;0.4
-38.8;0.4;0.8
-38.9;0.4;0.7
-38.9;0.4;0.7
-38.8;0.4;0.7
-38.9;0.4;0.8
-38.9;0.4;0.8
-39;0.4;0.8
-39;0.1;0.6
-39.1;0.1;0.6
-39.2;0.1;0.6
-39.2;0.1;0.6
-39.1;0.1;0.6
-39.2;0.1;0.6
-39.4;0;0.6
-39.5;0;0.6
-39.4;0;0.6
-39.6;0;0.6
-39.6;0;0.6
-39.5;0;0.6
-39.7;0;0.7
-39.8;0;0.8
-39.8;0;0.8
-39.8;0.4;1
-39.8;0.4;1
-39.8;0.4;0.9
-39.9;0.4;0.9
-40;0.4;0.9
-40;0.4;1
-40;0.4;1
-40;0.4;1
-40;0.4;0.8
-40;0.4;0.8
-40;0.4;0.8
-40;0.4;0.8
-40;0.4;0.8
-40;0.4;0.8
-40;1;1.2
-40;1.5;1.6
-40;1.5;1.6
-40;1.5;1.6
-40;1.5;1.6
-40;1.5;1.6
-40;1.5;1.6
-40;1.5;1.6
-40;7.8;39.8
-40;7.8;39.8
-40;7.8;39.8
-40;10;53.3
-40;10;53.3
-40;10;53.2
-40;10;53.2
-40;10.7;53.6
-40;10.3;53.3
-40;10.3;53.3
-40;10.3;53.3
-40;10.3;53.3
-40;10.3;53.3
-40;10.3;53.3
-40;10.3;53.3
-40;10.3;53.3
-40;10.4;60.5
-40;10.4;60.5
-40;10.4;60.5
-40;10.4;60.5
-40;10.4;60.5
-40;10.4;60.5
-40;10.4;60.5
-40;9.8;60
-40;9.3;59.7
-40;9.3;59.7
-40;10.4;60.2
-40;11.6;60.9
-40;11.6;60.9
-40;11.6;60.9
-40;11.6;61.1
-40;5.3;22.7
